ID,Name,Source,SpectralData,AngularFunction,Thickness,Tsol,Rsol1,Rsol2,Tvis,Rvis1,Rvis2,Tir,emis1,emis2,Conductivity,Comment,Manufacturer,ProductName,Color,Certification,Status,Timestamp,Specularity,Tvis2,Tsol2,MaterialID
11224,COOL-LITE SS 408 6mm.SGG,IGDB v16.4,1,0,6,0.033517748,0.485521644,0.152670011,0.065127477,0.372249931,0.301082611,0,0.412,0.837000012,1,,Saint-Gobain Glass,SGG COOL-LITE SS 408 6mm,4409922, ,256,1457602047,0,0.065127477,0.033517748,
1951,032_210700_VCV000B_3_0Clr.EMN,IGDB v31.0,1,0,6.809999943,0.080572963,0.474874973,0.481862485,0.065465122,0.614429653,0.624934912,0,0.839999974,0.839999974,0.648999989,,Eastman Chemical Company,Vanceva® VCV:000B - Pure White,4212811,#,256,1457602047,0,0.065465122,0.080572963,
9613,Omega 7% DR.MEU,IGDB v44.0,1,0,3.048000097,0.07017988,0.542814374,0.445909142,0.065474086,0.599663198,0.179727301,0,0.839999974,0.657999992,0.97299999,,Midas Export USA Corp.,Omega 7% DR,4934211, ,256,1457602048,0,0.065474086,0.07017988,
9316,DRMPS 7.CLC,IGDB v43.0,1,0,3.048000097,0.07017988,0.542814374,0.445909142,0.065474086,0.599663198,0.179727301,0,0.839999974,0.657999992,0.97299999,,"Commonwealth Laminating and Coating, Inc.",DRMPS 7,4934211, ,256,1457602048,0,0.065474086,0.07017988,
9315,DRMDS 7.CLC,IGDB v43.0,1,0,3.048000097,0.07017988,0.542814374,0.445909142,0.065474086,0.599663198,0.179727301,0,0.839999974,0.657999992,0.97299999,,"Commonwealth Laminating and Coating, Inc.",DRMDS 7,4934211, ,256,1457602048,0,0.065474086,0.07017988,
4843,MG10.jwf,IGDB v33.0,1,0,3.017999887,0.081110738,0.341741294,0.601209819,0.066252761,0.142336592,0.575203538,0,0.839999974,0.690066993,0.971000016,,"Johnson Laminating & Coating, Inc.",Architectural Grey 10%,5589824,#,256,1457602048,0,0.066252761,0.081110738,
16569,Sky 10.ERN,IGDB v38.0,1,0,2.885999918,0.084849447,0.597915769,0.415698409,0.066437379,0.589242041,0.133116901,0,0.839999974,0.61779505,0.962000012,,Erickson International LLC,Sky 10,5589824,#,256,1457602048,0,0.066437379,0.084849447,
5789,te10_8.gja,IGDB v13.7,1,0,5.84800005,0.026516363,0.0852511,0.434069216,0.066779613,0.131448179,0.27518034,0,0.839999974,0.409999996,1,,G.James Australia,Solarplus TE10 on Evergreen,3623749, ,256,1457602049,0,0.066779613,0.026516363,
30002,WhiteFritSpecularFront.lbl,CGDB v.2.00,1,0,6,0.044273399,0.03020262,0.049691476,0.067158714,0.025978656,0.048872933,0,0.839999974,0.839999974,1,,LBNL,White Frit Specular (front),4737860, ,256,1457602049,5,0.049236074,0.0306646,0
11256,COOL-LITE ST 408-H 5mm.SGG,IGDB v16.4,1,0,5,0.042287532,0.484765708,0.207993671,0.067359,0.376409203,0.342859834,0,0.147,0.837000012,1,,Saint-Gobain Glass,SGG COOL-LITE ST 408-H 5mm,4606535, ,256,1457602049,0,0.067359,0.042287532,
8000,GF23.SCC,IGDB v11.4,1,0,2.24000001,0.195999041,0.068716146,0.035254396,0.068178162,0.073131405,0.03361411,0,0.85019362,0.886707842,0.899999976,,Specialty Coatings & Chemical,,4343129, ,256,1457602049,0,0.068178162,0.195999041,
2773,FXPM_5.mmm,IGDB v31.0,1,0,3.289999962,0.492406368,0.068244286,0.066299565,0.069047444,0.05195256,0.046832297,0,0.839999974,0.898225665,0.959999979,,3M Corporation,FX Premium 5,4999759, ,256,1457602050,0,0.069047444,0.492406368,
1749,MX10.ABF,IGDB v17.2,1,0,5.960000038,0.222578675,0.159425139,0.167894974,0.069157429,0.15645875,0.056506164,0,0.839999974,0.850000024,0.72299999,,A & B Films Pte Ltd,MX 10,4607557, ,256,1457602050,0,0.069157429,0.222578675,
11252,COOL-LITE ST 408 4mm.SGG,IGDB v16.4,1,0,4,0.041371796,0.484765708,0.204730719,0.069234073,0.376409203,0.359082997,0,0.147,0.837000012,1,,Saint-Gobain Glass,SGG COOL-LITE ST 408 4mm,4672328, ,256,1457602050,0,0.069234073,0.041371796,
11255,COOL-LITE ST 408-H 4mm.SGG,IGDB v16.4,1,0,4,0.046750762,0.484765708,0.238053486,0.069940224,0.376409203,0.365012556,0,0.147,0.837000012,1,,Saint-Gobain Glass,SGG COOL-LITE ST 408-H 4mm,4737865, ,256,1457602050,0,0.069940224,0.046750762,
5807,ss08_2.gja,IGDB v13.6,1,0,5.820000172,0.038743872,0.180805117,0.493769854,0.070007883,0.338325977,0.380812526,0,0.839999974,0.419999987,1,,G.James Australia,Solarplus SS08 on Green,4672837, ,256,1457602050,0,0.070007883,0.038743872,
25083,GRL_090SGP_SB60CLRLAM_6.PPG,IGDB v32.0,1,0,13.61948013,0.034639083,0.043951452,0.269520551,0.071676373,0.043530233,0.0645447,0,0.839999974,0.839999974,0.609206378,,PPG Industries,6mmGrayliteII_090DuPontSGP_6mmSB60Clear,4803657,#,256,1457602050,0,0.071676373,0.034639083,
19000,T-SunluxCS108 on Clear3mm.AFT,IGDB v37.0,1,0,2.849999905,0.065043092,0.480404466,0.387436479,0.071830064,0.404337645,0.425890058,0,0.339418262,0.845707774,1,,AGC Flat Glass (Thailand),T-Sunlux CS108 on Clear 3 mm.,4869195, ,256,1457602051,0,0.071830064,0.065043092,
